eventDate,CONML,CONM,With_Twitter_account,twitter_acc_company_name,twitter_account_name,code
16/3/17,CIT Group Inc,CIT GROUP INC,Yes,CIT,@CITgroup,93150
9/8/16,CIT Group Inc,CIT GROUP INC,Yes,CIT,@CITgroup,93150
7/5/15,CIT Group Inc,CIT GROUP INC,Yes,CIT,@CITgroup,93150
13/11/15,CIT Group Inc,CIT GROUP INC,Yes,CIT,@CITgroup,93150
20/2/15,CIT Group Inc,CIT GROUP INC,Yes,CIT,@CITgroup,93150
9/5/14,CIT Group Inc,CIT GROUP INC,Yes,CIT,@CITgroup,93150
1/3/13,CIT Group Inc,CIT GROUP INC,Yes,CIT,@CITgroup,93150
6/11/13,CIT Group Inc,CIT GROUP INC,Yes,CIT,@CITgroup,93150
7/11/14,City National Corp,CITY NATIONAL CORP,Yes,City National,@CityNational,23916
2/3/15,Clean Harbors Inc,CLEAN HARBORS INC,Yes,Clean Harbors Inc.,@CleanHarbors,11809
1/2/13,CNO Financial Group Inc,CNO FINANCIAL GROUP INC,Yes,CNO Financial Group,@CNOFinancial,89841
14/3/13,Coca-Cola Bottling Co Consol,COCA-COLA BTLNG CONS,Yes,CocaColaConsolidated,@CokeCCBCC,11995
10/2/16,Coeur Mining Inc,COEUR MINING INC,Yes,Coeur Mining,@CoeurMining,24441
27/7/17,Columbia Property Trust Inc,COLUMBIA PROPERTY TRUST INC,Yes,Columbia Property Tr,@ColumbiaCXP,14184
27/4/16,Companhia Paranaense De Ener,COPEL-CIA PARANAENSE ENERGI,Yes,CopelAtendimento,@copel_pr,85237
29/9/14,Companhia Paranaense De Ener,COPEL-CIA PARANAENSE ENERGI,Yes,CopelAtendimento,@copel_pr,85237
29/2/16,comScore Inc,COMSCORE INC,Yes,comScore APAC,@comScoreAPAC,92102
20/2/13,comScore Inc,COMSCORE INC,Yes,comScore APAC,@comScoreAPAC,92102
29/12/14,Conagra Brands Inc,CONAGRA BRANDS INC,Yes,Conagra Brands,@ConagraBrands,56274
6/2/14,Concur Technologies Inc,CONCUR TECHNOLOGIES INC,Yes,SAP Concur,@SAPConcur,86525
12/5/17,Conduent Inc,CONDUENT INC,Yes,Conduent,@Conduent,16497
10/3/17,Conduent Inc,CONDUENT INC,Yes,Conduent,@Conduent,16497
11/8/16,Conformis Inc,CONFORMIS INC,Yes,Conformis,@conformis,15496
11/1/13,ConnectOne Bancorp Inc,CONNECTONE BANCORP INC -OLD,Yes,ConnectOne Bank,@ConnectOneBank,13791
1/4/15,Conn's Inc,CONN'S INC,Yes,Conn's HomePlus,@ConnsInc,89908
3/5/16,Conocophillips,CONOCOPHILLIPS,Yes,ConocoPhillips,@conocophillips,13928
30/1/14,Constant Contact Inc,CONSTANT CONTACT INC,Yes,Constant Contact,@ConstantContact,92302
31/7/15,Control4 Corp,CONTROL4 CORP,Yes,Control4,@Control4,14095
5/11/14,Convergys Corp,CONVERGYS CORP,Yes,Convergys,@convergys,86305
7/11/16,Core Mark Holding Co Inc,CORE MARK HOLDING CO INC,Yes,Core Mark HQ,@CoreMarkHQ,91018
27/2/14,CoreLogic Inc,CORELOGIC INC,Yes,CoreLogic,@CoreLogicInc,35124
25/2/13,CoreLogic Inc,CORELOGIC INC,Yes,CoreLogic,@CoreLogicInc,35124
12/2/16,Corning Inc,CORNING INC,Yes,Corning Incorporated,@Corning,22293
13/2/15,Corning Inc,CORNING INC,Yes,Corning Incorporated,@Corning,22293
13/2/13,Corning Inc,CORNING INC,Yes,Corning Incorporated,@Corning,22293
12/2/13,Corporate Office Properties,CORPORATE OFFICE PROPERT,Yes,COPT,@COPTOnline,77239
26/4/17,Cosan Ltd,COSAN LTD,Yes,Cosan,@CosanBrasil,92259
30/4/15,Cosan Ltd,COSAN LTD,Yes,Cosan,@CosanBrasil,92259
30/4/14,Cosan Ltd,COSAN LTD,Yes,Cosan,@CosanBrasil,92259
4/9/15,Cosi Inc,COSI INC,Yes,Cos,@get_cosi,89567
2/3/15,Covanta Holding Corp,COVANTA HOLDING CORP,Yes,Covanta (CVA),@Covanta,76515
4/4/14,CPFL Energia SA,CPFL ENERGIA SA,Yes,CPFL Energia,@cpflenergia,90338
