eventDate,CONML,CONM,With_Twitter_account,twitter_acc_company_name,twitter_account_name,code
5/5/10,Harley-Davidson Inc,HARLEY-DAVIDSON INC,Ye,Harley-Davidson,@harleydavidson,70033
26/2/10,Health Net Inc.,HEALTH NET INC,Ye,Health Net,@healthnet,76697
6/8/12,Heartland Payment S,HEARTLAND PAYMENT S,Ye,Heartland,@HeartlandHPY,90833
24/2/12,Hub Group Inc,HUB GROUP INC  -CL,Ye,Hub Group,@HubGroup,83272
23/3/12,ICU Medical Inc,ICU MEDICAL INC,Ye,"ICU Medical, Inc.",@ICU_Medical,77447
30/1/12,Integrated Device T,INTEGRATED DEVICE T,Ye,IDT Inc.,@IDTInc,44506
10/8/09,infoGROUP Inc,INFOGROUP INC,Ye,Infogroup,@Infogroup,77347
8/11/11,Inland Real Estate,INLAND REAL ESTATE,Ye,Inland Group,@InlandGroup,90208
3/8/11,Insignia Systems In,INSIGNIA SYSTEMS IN,Ye,Insignia Systems Inc,@InsigniaPOPS,76934
23/3/11,IntraLinks Holdings,INTRALINKS HOLDINGS,Ye,Intralinks,@Intralinks,12051
23/3/10,Inuvo Inc,INUVO INC,Ye,Inuvo,@Inuvo,90608
1/11/12,Invesco Ltd,INVESCO LTD,Ye,Invesco US,@InvescoUS,81910
7/5/12,Invesco Senior Inco,INVESCO SENIOR INCO,Ye,Invesco US,@InvescoUS,86143
25/2/11,Itron Inc,ITRON INC,Ye,"Itron, Inc.",@ItronInc,79839
4/1/11,Jack in the Box Inc,JACK IN THE BOX INC,Ye,Jack Box,@JackBox,77453
11/5/10,SciQuest Inc,SCIQUEST INC,Ye,JAGGAER,@JaggaerPro,12312
1/3/11,JDA Software Group,JDA SOFTWARE GROUP,Ye,JDASoftware,@JDASoftware,83283
18/1/11,JetBlue Airways Cor,JETBLUE AIRWAYS COR,Ye,JetBlue Airways,@JetBlue,89353
9/11/12,Johnson & Johnson,JOHNSON & JOHNSON,Ye,Johnson & Johnson,@JNJNews,22111
22/12/10,Hovnanian Enterpris,HOVNANIAN ENTRPRS I,Ye,K. Hovnanian¨ Homes,@khov,65285
5/3/09,K-Swiss Inc,K-SWISS INC  -CL A,Ye,K¥SWISS,@KSWISS,76195
21/12/09,Koss Corp,KOSS CORP,Ye,Koss,@KossHeadphones,48072
29/2/12,Las Vegas Sands Cor,LAS VEGAS SANDS COR,Ye,Las Vegas Sands,@LasVegasSands,90505
16/4/12,LendingTree Inc,LENDINGTREE INC,Ye,LendingTree,@LendingTree,92775
22/5/09,Liberty Property Tr,LIBERTY PROPERTY TR,Ye,LibertyPropertyTrust,@LibPropTrust,80691
30/7/10,Louisiana-Pacific C,LOUISIANA-PACIFIC C,Ye,LP Building Products,@lpcorp,56223
27/4/12,Luxottica Group SPA,LUXOTTICA GROUP SPA,Ye,Luxottica,@Luxottica,75937
12/8/11,LyondellBasell Indu,LYONDELLBASELL INDU,Ye,LyondellBasell,@LyondellBasell,12345
18/3/11,LyondellBasell Indu,LYONDELLBASELL INDU,Ye,LyondellBasell,@LyondellBasell,12345
31/8/10,Magnetek Inc.,MAGNETEK INC,Ye,"Magnetek, Inc.",@MagnetekInc,75596
7/12/12,MarineMax Inc,MARINEMAX INC,Ye,MarineMax,@MarineMax,86128
7/8/09,Marlin Business Ser,MARLIN BUSINESS SER,Ye,Marlin Equipment Fin,@MarlinFinance,89913
3/8/10,McCormick & Schmick,MCCORMICK & SCHMICK,Ye,McCormick&Schmick's,@McandSchmicks,90286
4/10/12,Meade Instruments C,MEADE INSTRUMENTS C,Ye,Meade Instruments,@MeadeInstrument,84746
